id,filepath,label,subset
15909,D:\LocalUser\42177 Project\raw\Trichomonad\a39_37.jpg,trichomonad,test
15910,D:\LocalUser\42177 Project\raw\Trichomonad\a39_38.jpg,trichomonad,train
15911,D:\LocalUser\42177 Project\raw\Trichomonad\a39_39.jpg,trichomonad,train
15912,D:\LocalUser\42177 Project\raw\Trichomonad\a39_4.jpg,trichomonad,train
15913,D:\LocalUser\42177 Project\raw\Trichomonad\a39_40.jpg,trichomonad,train
15914,D:\LocalUser\42177 Project\raw\Trichomonad\a39_41.jpg,trichomonad,train
15915,D:\LocalUser\42177 Project\raw\Trichomonad\a39_42.jpg,trichomonad,val
15916,D:\LocalUser\42177 Project\raw\Trichomonad\a39_43.jpg,trichomonad,val
15917,D:\LocalUser\42177 Project\raw\Trichomonad\a39_44.jpg,trichomonad,train
15918,D:\LocalUser\42177 Project\raw\Trichomonad\a39_45.jpg,trichomonad,train
15919,D:\LocalUser\42177 Project\raw\Trichomonad\a39_46.jpg,trichomonad,train
15920,D:\LocalUser\42177 Project\raw\Trichomonad\a39_47.jpg,trichomonad,train
15921,D:\LocalUser\42177 Project\raw\Trichomonad\a39_48.jpg,trichomonad,train
15922,D:\LocalUser\42177 Project\raw\Trichomonad\a39_49.jpg,trichomonad,train
15923,D:\LocalUser\42177 Project\raw\Trichomonad\a39_5.jpg,trichomonad,train
15924,D:\LocalUser\42177 Project\raw\Trichomonad\a39_50.jpg,trichomonad,test
15925,D:\LocalUser\42177 Project\raw\Trichomonad\a39_51.jpg,trichomonad,val
15926,D:\LocalUser\42177 Project\raw\Trichomonad\a39_52.jpg,trichomonad,val
15927,D:\LocalUser\42177 Project\raw\Trichomonad\a39_53.jpg,trichomonad,val
15928,D:\LocalUser\42177 Project\raw\Trichomonad\a39_54.jpg,trichomonad,train
15929,D:\LocalUser\42177 Project\raw\Trichomonad\a39_55.jpg,trichomonad,val
15930,D:\LocalUser\42177 Project\raw\Trichomonad\a39_56.jpg,trichomonad,test
15931,D:\LocalUser\42177 Project\raw\Trichomonad\a39_57.jpg,trichomonad,train
15932,D:\LocalUser\42177 Project\raw\Trichomonad\a39_58.jpg,trichomonad,train
15933,D:\LocalUser\42177 Project\raw\Trichomonad\a39_59.jpg,trichomonad,test
15934,D:\LocalUser\42177 Project\raw\Trichomonad\a39_6.jpg,trichomonad,train
15935,D:\LocalUser\42177 Project\raw\Trichomonad\a39_60.jpg,trichomonad,test
15936,D:\LocalUser\42177 Project\raw\Trichomonad\a39_61.jpg,trichomonad,train
15937,D:\LocalUser\42177 Project\raw\Trichomonad\a39_62.jpg,trichomonad,test
15938,D:\LocalUser\42177 Project\raw\Trichomonad\a39_7.jpg,trichomonad,train
15939,D:\LocalUser\42177 Project\raw\Trichomonad\a39_8.jpg,trichomonad,train
15940,D:\LocalUser\42177 Project\raw\Trichomonad\a39_9.jpg,trichomonad,test
15941,D:\LocalUser\42177 Project\raw\Trichomonad\a3_0.jpg,trichomonad,val
15942,D:\LocalUser\42177 Project\raw\Trichomonad\a3_1.jpg,trichomonad,train
15943,D:\LocalUser\42177 Project\raw\Trichomonad\a3_10.jpg,trichomonad,val
15944,D:\LocalUser\42177 Project\raw\Trichomonad\a3_11.jpg,trichomonad,train
15945,D:\LocalUser\42177 Project\raw\Trichomonad\a3_12.jpg,trichomonad,test
15946,D:\LocalUser\42177 Project\raw\Trichomonad\a3_13.jpg,trichomonad,train
15947,D:\LocalUser\42177 Project\raw\Trichomonad\a3_14.jpg,trichomonad,val
15948,D:\LocalUser\42177 Project\raw\Trichomonad\a3_15.jpg,trichomonad,train
15949,D:\LocalUser\42177 Project\raw\Trichomonad\a3_16.jpg,trichomonad,train
15950,D:\LocalUser\42177 Project\raw\Trichomonad\a3_17.jpg,trichomonad,train
15951,D:\LocalUser\42177 Project\raw\Trichomonad\a3_18.jpg,trichomonad,test
15952,D:\LocalUser\42177 Project\raw\Trichomonad\a3_19.jpg,trichomonad,train
15953,D:\LocalUser\42177 Project\raw\Trichomonad\a3_2.jpg,trichomonad,val
15954,D:\LocalUser\42177 Project\raw\Trichomonad\a3_20.jpg,trichomonad,train
15955,D:\LocalUser\42177 Project\raw\Trichomonad\a3_21.jpg,trichomonad,test
15956,D:\LocalUser\42177 Project\raw\Trichomonad\a3_22.jpg,trichomonad,train
15957,D:\LocalUser\42177 Project\raw\Trichomonad\a3_23.jpg,trichomonad,val
15958,D:\LocalUser\42177 Project\raw\Trichomonad\a3_24.jpg,trichomonad,train
15959,D:\LocalUser\42177 Project\raw\Trichomonad\a3_25.jpg,trichomonad,val
15960,D:\LocalUser\42177 Project\raw\Trichomonad\a3_26.jpg,trichomonad,train
15961,D:\LocalUser\42177 Project\raw\Trichomonad\a3_27.jpg,trichomonad,test
15962,D:\LocalUser\42177 Project\raw\Trichomonad\a3_28.jpg,trichomonad,train
15963,D:\LocalUser\42177 Project\raw\Trichomonad\a3_29.jpg,trichomonad,val
15964,D:\LocalUser\42177 Project\raw\Trichomonad\a3_3.jpg,trichomonad,train
15965,D:\LocalUser\42177 Project\raw\Trichomonad\a3_30.jpg,trichomonad,test
15966,D:\LocalUser\42177 Project\raw\Trichomonad\a3_31.jpg,trichomonad,test
15967,D:\LocalUser\42177 Project\raw\Trichomonad\a3_32.jpg,trichomonad,train
15968,D:\LocalUser\42177 Project\raw\Trichomonad\a3_33.jpg,trichomonad,val
15969,D:\LocalUser\42177 Project\raw\Trichomonad\a3_34.jpg,trichomonad,train
15970,D:\LocalUser\42177 Project\raw\Trichomonad\a3_35.jpg,trichomonad,train
15971,D:\LocalUser\42177 Project\raw\Trichomonad\a3_36.jpg,trichomonad,train
15972,D:\LocalUser\42177 Project\raw\Trichomonad\a3_37.jpg,trichomonad,train
15973,D:\LocalUser\42177 Project\raw\Trichomonad\a3_38.jpg,trichomonad,train
15974,D:\LocalUser\42177 Project\raw\Trichomonad\a3_39.jpg,trichomonad,train
15975,D:\LocalUser\42177 Project\raw\Trichomonad\a3_4.jpg,trichomonad,val
15976,D:\LocalUser\42177 Project\raw\Trichomonad\a3_40.jpg,trichomonad,train
15977,D:\LocalUser\42177 Project\raw\Trichomonad\a3_41.jpg,trichomonad,val
15978,D:\LocalUser\42177 Project\raw\Trichomonad\a3_42.jpg,trichomonad,val
15979,D:\LocalUser\42177 Project\raw\Trichomonad\a3_43.jpg,trichomonad,test
15980,D:\LocalUser\42177 Project\raw\Trichomonad\a3_44.jpg,trichomonad,val
15981,D:\LocalUser\42177 Project\raw\Trichomonad\a3_45.jpg,trichomonad,train
15982,D:\LocalUser\42177 Project\raw\Trichomonad\a3_46.jpg,trichomonad,train
15983,D:\LocalUser\42177 Project\raw\Trichomonad\a3_47.jpg,trichomonad,train
15984,D:\LocalUser\42177 Project\raw\Trichomonad\a3_48.jpg,trichomonad,train
15985,D:\LocalUser\42177 Project\raw\Trichomonad\a3_49.jpg,trichomonad,train
15986,D:\LocalUser\42177 Project\raw\Trichomonad\a3_5.jpg,trichomonad,train
15987,D:\LocalUser\42177 Project\raw\Trichomonad\a3_50.jpg,trichomonad,train
15988,D:\LocalUser\42177 Project\raw\Trichomonad\a3_51.jpg,trichomonad,val
15989,D:\LocalUser\42177 Project\raw\Trichomonad\a3_52.jpg,trichomonad,train
15990,D:\LocalUser\42177 Project\raw\Trichomonad\a3_53.jpg,trichomonad,val
15991,D:\LocalUser\42177 Project\raw\Trichomonad\a3_54.jpg,trichomonad,train
15992,D:\LocalUser\42177 Project\raw\Trichomonad\a3_55.jpg,trichomonad,val
15993,D:\LocalUser\42177 Project\raw\Trichomonad\a3_56.jpg,trichomonad,test
15994,D:\LocalUser\42177 Project\raw\Trichomonad\a3_57.jpg,trichomonad,test
15995,D:\LocalUser\42177 Project\raw\Trichomonad\a3_58.jpg,trichomonad,train
15996,D:\LocalUser\42177 Project\raw\Trichomonad\a3_59.jpg,trichomonad,val
15997,D:\LocalUser\42177 Project\raw\Trichomonad\a3_6.jpg,trichomonad,test
15998,D:\LocalUser\42177 Project\raw\Trichomonad\a3_60.jpg,trichomonad,train
15999,D:\LocalUser\42177 Project\raw\Trichomonad\a3_61.jpg,trichomonad,val
16000,D:\LocalUser\42177 Project\raw\Trichomonad\a3_62.jpg,trichomonad,train
16001,D:\LocalUser\42177 Project\raw\Trichomonad\a3_63.jpg,trichomonad,test
16002,D:\LocalUser\42177 Project\raw\Trichomonad\a3_64.jpg,trichomonad,train
16003,D:\LocalUser\42177 Project\raw\Trichomonad\a3_65.jpg,trichomonad,test
16004,D:\LocalUser\42177 Project\raw\Trichomonad\a3_66.jpg,trichomonad,train
16005,D:\LocalUser\42177 Project\raw\Trichomonad\a3_67.jpg,trichomonad,train
16006,D:\LocalUser\42177 Project\raw\Trichomonad\a3_68.jpg,trichomonad,test
16007,D:\LocalUser\42177 Project\raw\Trichomonad\a3_69.jpg,trichomonad,train
16008,D:\LocalUser\42177 Project\raw\Trichomonad\a3_7.jpg,trichomonad,train
16009,D:\LocalUser\42177 Project\raw\Trichomonad\a3_70.jpg,trichomonad,train
16010,D:\LocalUser\42177 Project\raw\Trichomonad\a3_8.jpg,trichomonad,train
16011,D:\LocalUser\42177 Project\raw\Trichomonad\a3_9.jpg,trichomonad,train
16012,D:\LocalUser\42177 Project\raw\Trichomonad\a40_0.jpg,trichomonad,train
16013,D:\LocalUser\42177 Project\raw\Trichomonad\a40_1.jpg,trichomonad,train
16014,D:\LocalUser\42177 Project\raw\Trichomonad\a40_10.jpg,trichomonad,train
16015,D:\LocalUser\42177 Project\raw\Trichomonad\a40_11.jpg,trichomonad,train
16016,D:\LocalUser\42177 Project\raw\Trichomonad\a40_12.jpg,trichomonad,train
16017,D:\LocalUser\42177 Project\raw\Trichomonad\a40_13.jpg,trichomonad,train
16018,D:\LocalUser\42177 Project\raw\Trichomonad\a40_14.jpg,trichomonad,train
16019,D:\LocalUser\42177 Project\raw\Trichomonad\a40_15.jpg,trichomonad,val
16020,D:\LocalUser\42177 Project\raw\Trichomonad\a40_16.jpg,trichomonad,train
16021,D:\LocalUser\42177 Project\raw\Trichomonad\a40_17.jpg,trichomonad,train
16022,D:\LocalUser\42177 Project\raw\Trichomonad\a40_18.jpg,trichomonad,val
16023,D:\LocalUser\42177 Project\raw\Trichomonad\a40_19.jpg,trichomonad,test
16024,D:\LocalUser\42177 Project\raw\Trichomonad\a40_2.jpg,trichomonad,train
16025,D:\LocalUser\42177 Project\raw\Trichomonad\a40_20.jpg,trichomonad,train
16026,D:\LocalUser\42177 Project\raw\Trichomonad\a40_21.jpg,trichomonad,train
16027,D:\LocalUser\42177 Project\raw\Trichomonad\a40_22.jpg,trichomonad,train
16028,D:\LocalUser\42177 Project\raw\Trichomonad\a40_23.jpg,trichomonad,train
16029,D:\LocalUser\42177 Project\raw\Trichomonad\a40_24.jpg,trichomonad,test
16030,D:\LocalUser\42177 Project\raw\Trichomonad\a40_25.jpg,trichomonad,val
16031,D:\LocalUser\42177 Project\raw\Trichomonad\a40_26.jpg,trichomonad,train
16032,D:\LocalUser\42177 Project\raw\Trichomonad\a40_27.jpg,trichomonad,train
16033,D:\LocalUser\42177 Project\raw\Trichomonad\a40_28.jpg,trichomonad,train
16034,D:\LocalUser\42177 Project\raw\Trichomonad\a40_29.jpg,trichomonad,train
16035,D:\LocalUser\42177 Project\raw\Trichomonad\a40_3.jpg,trichomonad,train
16036,D:\LocalUser\42177 Project\raw\Trichomonad\a40_30.jpg,trichomonad,test
16037,D:\LocalUser\42177 Project\raw\Trichomonad\a40_31.jpg,trichomonad,train
16038,D:\LocalUser\42177 Project\raw\Trichomonad\a40_32.jpg,trichomonad,test
16039,D:\LocalUser\42177 Project\raw\Trichomonad\a40_33.jpg,trichomonad,train
16040,D:\LocalUser\42177 Project\raw\Trichomonad\a40_34.jpg,trichomonad,train
16041,D:\LocalUser\42177 Project\raw\Trichomonad\a40_35.jpg,trichomonad,test
16042,D:\LocalUser\42177 Project\raw\Trichomonad\a40_36.jpg,trichomonad,train
16043,D:\LocalUser\42177 Project\raw\Trichomonad\a40_37.jpg,trichomonad,train
16044,D:\LocalUser\42177 Project\raw\Trichomonad\a40_38.jpg,trichomonad,train
16045,D:\LocalUser\42177 Project\raw\Trichomonad\a40_39.jpg,trichomonad,train
16046,D:\LocalUser\42177 Project\raw\Trichomonad\a40_4.jpg,trichomonad,train
16047,D:\LocalUser\42177 Project\raw\Trichomonad\a40_40.jpg,trichomonad,train
16048,D:\LocalUser\42177 Project\raw\Trichomonad\a40_41.jpg,trichomonad,test
16049,D:\LocalUser\42177 Project\raw\Trichomonad\a40_42.jpg,trichomonad,test
16050,D:\LocalUser\42177 Project\raw\Trichomonad\a40_43.jpg,trichomonad,test
16051,D:\LocalUser\42177 Project\raw\Trichomonad\a40_44.jpg,trichomonad,val
16052,D:\LocalUser\42177 Project\raw\Trichomonad\a40_45.jpg,trichomonad,val
16053,D:\LocalUser\42177 Project\raw\Trichomonad\a40_46.jpg,trichomonad,train
16054,D:\LocalUser\42177 Project\raw\Trichomonad\a40_47.jpg,trichomonad,test
16055,D:\LocalUser\42177 Project\raw\Trichomonad\a40_48.jpg,trichomonad,val
16056,D:\LocalUser\42177 Project\raw\Trichomonad\a40_49.jpg,trichomonad,test
16057,D:\LocalUser\42177 Project\raw\Trichomonad\a40_5.jpg,trichomonad,test
16058,D:\LocalUser\42177 Project\raw\Trichomonad\a40_50.jpg,trichomonad,train
16059,D:\LocalUser\42177 Project\raw\Trichomonad\a40_51.jpg,trichomonad,val
16060,D:\LocalUser\42177 Project\raw\Trichomonad\a40_52.jpg,trichomonad,train
16061,D:\LocalUser\42177 Project\raw\Trichomonad\a40_53.jpg,trichomonad,val
16062,D:\LocalUser\42177 Project\raw\Trichomonad\a40_54.jpg,trichomonad,val
16063,D:\LocalUser\42177 Project\raw\Trichomonad\a40_55.jpg,trichomonad,train
16064,D:\LocalUser\42177 Project\raw\Trichomonad\a40_56.jpg,trichomonad,train
16065,D:\LocalUser\42177 Project\raw\Trichomonad\a40_57.jpg,trichomonad,test
16066,D:\LocalUser\42177 Project\raw\Trichomonad\a40_58.jpg,trichomonad,train
16067,D:\LocalUser\42177 Project\raw\Trichomonad\a40_59.jpg,trichomonad,test
16068,D:\LocalUser\42177 Project\raw\Trichomonad\a40_6.jpg,trichomonad,test
16069,D:\LocalUser\42177 Project\raw\Trichomonad\a40_60.jpg,trichomonad,train
16070,D:\LocalUser\42177 Project\raw\Trichomonad\a40_61.jpg,trichomonad,train
16071,D:\LocalUser\42177 Project\raw\Trichomonad\a40_62.jpg,trichomonad,train
16072,D:\LocalUser\42177 Project\raw\Trichomonad\a40_63.jpg,trichomonad,train
16073,D:\LocalUser\42177 Project\raw\Trichomonad\a40_7.jpg,trichomonad,train
16074,D:\LocalUser\42177 Project\raw\Trichomonad\a40_8.jpg,trichomonad,train
16075,D:\LocalUser\42177 Project\raw\Trichomonad\a40_9.jpg,trichomonad,train
16076,D:\LocalUser\42177 Project\raw\Trichomonad\a41_0.jpg,trichomonad,train
16077,D:\LocalUser\42177 Project\raw\Trichomonad\a41_1.jpg,trichomonad,train
16078,D:\LocalUser\42177 Project\raw\Trichomonad\a41_10.jpg,trichomonad,val
16079,D:\LocalUser\42177 Project\raw\Trichomonad\a41_11.jpg,trichomonad,train
16080,D:\LocalUser\42177 Project\raw\Trichomonad\a41_12.jpg,trichomonad,train
16081,D:\LocalUser\42177 Project\raw\Trichomonad\a41_13.jpg,trichomonad,test
16082,D:\LocalUser\42177 Project\raw\Trichomonad\a41_14.jpg,trichomonad,val
16083,D:\LocalUser\42177 Project\raw\Trichomonad\a41_15.jpg,trichomonad,val
16084,D:\LocalUser\42177 Project\raw\Trichomonad\a41_16.jpg,trichomonad,val
16085,D:\LocalUser\42177 Project\raw\Trichomonad\a41_17.jpg,trichomonad,train
16086,D:\LocalUser\42177 Project\raw\Trichomonad\a41_18.jpg,trichomonad,test
16087,D:\LocalUser\42177 Project\raw\Trichomonad\a41_19.jpg,trichomonad,train
16088,D:\LocalUser\42177 Project\raw\Trichomonad\a41_2.jpg,trichomonad,train
16089,D:\LocalUser\42177 Project\raw\Trichomonad\a41_20.jpg,trichomonad,train
16090,D:\LocalUser\42177 Project\raw\Trichomonad\a41_21.jpg,trichomonad,train
16091,D:\LocalUser\42177 Project\raw\Trichomonad\a41_22.jpg,trichomonad,test
16092,D:\LocalUser\42177 Project\raw\Trichomonad\a41_23.jpg,trichomonad,val
16093,D:\LocalUser\42177 Project\raw\Trichomonad\a41_24.jpg,trichomonad,train
16094,D:\LocalUser\42177 Project\raw\Trichomonad\a41_25.jpg,trichomonad,train
16095,D:\LocalUser\42177 Project\raw\Trichomonad\a41_26.jpg,trichomonad,test
16096,D:\LocalUser\42177 Project\raw\Trichomonad\a41_27.jpg,trichomonad,test
16097,D:\LocalUser\42177 Project\raw\Trichomonad\a41_28.jpg,trichomonad,test
16098,D:\LocalUser\42177 Project\raw\Trichomonad\a41_29.jpg,trichomonad,train
16099,D:\LocalUser\42177 Project\raw\Trichomonad\a41_3.jpg,trichomonad,test
16100,D:\LocalUser\42177 Project\raw\Trichomonad\a41_30.jpg,trichomonad,test
16101,D:\LocalUser\42177 Project\raw\Trichomonad\a41_31.jpg,trichomonad,test
16102,D:\LocalUser\42177 Project\raw\Trichomonad\a41_32.jpg,trichomonad,val
16103,D:\LocalUser\42177 Project\raw\Trichomonad\a41_33.jpg,trichomonad,train
16104,D:\LocalUser\42177 Project\raw\Trichomonad\a41_34.jpg,trichomonad,val
16105,D:\LocalUser\42177 Project\raw\Trichomonad\a41_35.jpg,trichomonad,train
16106,D:\LocalUser\42177 Project\raw\Trichomonad\a41_36.jpg,trichomonad,val
16107,D:\LocalUser\42177 Project\raw\Trichomonad\a41_37.jpg,trichomonad,train
16108,D:\LocalUser\42177 Project\raw\Trichomonad\a41_38.jpg,trichomonad,test
16109,D:\LocalUser\42177 Project\raw\Trichomonad\a41_39.jpg,trichomonad,val
16110,D:\LocalUser\42177 Project\raw\Trichomonad\a41_4.jpg,trichomonad,test
16111,D:\LocalUser\42177 Project\raw\Trichomonad\a41_40.jpg,trichomonad,train
16112,D:\LocalUser\42177 Project\raw\Trichomonad\a41_41.jpg,trichomonad,train
16113,D:\LocalUser\42177 Project\raw\Trichomonad\a41_42.jpg,trichomonad,train
16114,D:\LocalUser\42177 Project\raw\Trichomonad\a41_43.jpg,trichomonad,test
16115,D:\LocalUser\42177 Project\raw\Trichomonad\a41_44.jpg,trichomonad,train
16116,D:\LocalUser\42177 Project\raw\Trichomonad\a41_45.jpg,trichomonad,test
16117,D:\LocalUser\42177 Project\raw\Trichomonad\a41_46.jpg,trichomonad,train
16118,D:\LocalUser\42177 Project\raw\Trichomonad\a41_47.jpg,trichomonad,val
16119,D:\LocalUser\42177 Project\raw\Trichomonad\a41_48.jpg,trichomonad,train
16120,D:\LocalUser\42177 Project\raw\Trichomonad\a41_49.jpg,trichomonad,test
16121,D:\LocalUser\42177 Project\raw\Trichomonad\a41_5.jpg,trichomonad,val
16122,D:\LocalUser\42177 Project\raw\Trichomonad\a41_50.jpg,trichomonad,train
16123,D:\LocalUser\42177 Project\raw\Trichomonad\a41_51.jpg,trichomonad,train
16124,D:\LocalUser\42177 Project\raw\Trichomonad\a41_52.jpg,trichomonad,train
16125,D:\LocalUser\42177 Project\raw\Trichomonad\a41_53.jpg,trichomonad,val
16126,D:\LocalUser\42177 Project\raw\Trichomonad\a41_54.jpg,trichomonad,train
16127,D:\LocalUser\42177 Project\raw\Trichomonad\a41_55.jpg,trichomonad,train
16128,D:\LocalUser\42177 Project\raw\Trichomonad\a41_56.jpg,trichomonad,train
16129,D:\LocalUser\42177 Project\raw\Trichomonad\a41_57.jpg,trichomonad,train
16130,D:\LocalUser\42177 Project\raw\Trichomonad\a41_58.jpg,trichomonad,test
16131,D:\LocalUser\42177 Project\raw\Trichomonad\a41_59.jpg,trichomonad,test
16132,D:\LocalUser\42177 Project\raw\Trichomonad\a41_6.jpg,trichomonad,train
16133,D:\LocalUser\42177 Project\raw\Trichomonad\a41_60.jpg,trichomonad,train
16134,D:\LocalUser\42177 Project\raw\Trichomonad\a41_61.jpg,trichomonad,val
16135,D:\LocalUser\42177 Project\raw\Trichomonad\a41_62.jpg,trichomonad,train
16136,D:\LocalUser\42177 Project\raw\Trichomonad\a41_63.jpg,trichomonad,test
16137,D:\LocalUser\42177 Project\raw\Trichomonad\a41_64.jpg,trichomonad,test
16138,D:\LocalUser\42177 Project\raw\Trichomonad\a41_65.jpg,trichomonad,train
16139,D:\LocalUser\42177 Project\raw\Trichomonad\a41_66.jpg,trichomonad,train
16140,D:\LocalUser\42177 Project\raw\Trichomonad\a41_67.jpg,trichomonad,test
16141,D:\LocalUser\42177 Project\raw\Trichomonad\a41_68.jpg,trichomonad,train
16142,D:\LocalUser\42177 Project\raw\Trichomonad\a41_69.jpg,trichomonad,train
16143,D:\LocalUser\42177 Project\raw\Trichomonad\a41_7.jpg,trichomonad,val
16144,D:\LocalUser\42177 Project\raw\Trichomonad\a41_8.jpg,trichomonad,train
16145,D:\LocalUser\42177 Project\raw\Trichomonad\a41_9.jpg,trichomonad,train
16146,D:\LocalUser\42177 Project\raw\Trichomonad\a42_0.jpg,trichomonad,val
16147,D:\LocalUser\42177 Project\raw\Trichomonad\a42_1.jpg,trichomonad,test
16148,D:\LocalUser\42177 Project\raw\Trichomonad\a42_10.jpg,trichomonad,test
16149,D:\LocalUser\42177 Project\raw\Trichomonad\a42_11.jpg,trichomonad,val
16150,D:\LocalUser\42177 Project\raw\Trichomonad\a42_12.jpg,trichomonad,train
16151,D:\LocalUser\42177 Project\raw\Trichomonad\a42_13.jpg,trichomonad,train
16152,D:\LocalUser\42177 Project\raw\Trichomonad\a42_14.jpg,trichomonad,train
16153,D:\LocalUser\42177 Project\raw\Trichomonad\a42_15.jpg,trichomonad,test
16154,D:\LocalUser\42177 Project\raw\Trichomonad\a42_16.jpg,trichomonad,train
16155,D:\LocalUser\42177 Project\raw\Trichomonad\a42_17.jpg,trichomonad,val
16156,D:\LocalUser\42177 Project\raw\Trichomonad\a42_18.jpg,trichomonad,train
16157,D:\LocalUser\42177 Project\raw\Trichomonad\a42_19.jpg,trichomonad,train
16158,D:\LocalUser\42177 Project\raw\Trichomonad\a42_2.jpg,trichomonad,train
16159,D:\LocalUser\42177 Project\raw\Trichomonad\a42_20.jpg,trichomonad,train
16160,D:\LocalUser\42177 Project\raw\Trichomonad\a42_21.jpg,trichomonad,train
16161,D:\LocalUser\42177 Project\raw\Trichomonad\a42_22.jpg,trichomonad,train
16162,D:\LocalUser\42177 Project\raw\Trichomonad\a42_23.jpg,trichomonad,train
16163,D:\LocalUser\42177 Project\raw\Trichomonad\a42_24.jpg,trichomonad,train
16164,D:\LocalUser\42177 Project\raw\Trichomonad\a42_25.jpg,trichomonad,test
16165,D:\LocalUser\42177 Project\raw\Trichomonad\a42_26.jpg,trichomonad,test
16166,D:\LocalUser\42177 Project\raw\Trichomonad\a42_27.jpg,trichomonad,train
16167,D:\LocalUser\42177 Project\raw\Trichomonad\a42_28.jpg,trichomonad,train
16168,D:\LocalUser\42177 Project\raw\Trichomonad\a42_29.jpg,trichomonad,train
16169,D:\LocalUser\42177 Project\raw\Trichomonad\a42_3.jpg,trichomonad,train
16170,D:\LocalUser\42177 Project\raw\Trichomonad\a42_30.jpg,trichomonad,val
16171,D:\LocalUser\42177 Project\raw\Trichomonad\a42_31.jpg,trichomonad,test
16172,D:\LocalUser\42177 Project\raw\Trichomonad\a42_32.jpg,trichomonad,val
16173,D:\LocalUser\42177 Project\raw\Trichomonad\a42_33.jpg,trichomonad,test
16174,D:\LocalUser\42177 Project\raw\Trichomonad\a42_34.jpg,trichomonad,test
16175,D:\LocalUser\42177 Project\raw\Trichomonad\a42_35.jpg,trichomonad,train
16176,D:\LocalUser\42177 Project\raw\Trichomonad\a42_36.jpg,trichomonad,val
16177,D:\LocalUser\42177 Project\raw\Trichomonad\a42_37.jpg,trichomonad,test
16178,D:\LocalUser\42177 Project\raw\Trichomonad\a42_38.jpg,trichomonad,val
16179,D:\LocalUser\42177 Project\raw\Trichomonad\a42_39.jpg,trichomonad,test
16180,D:\LocalUser\42177 Project\raw\Trichomonad\a42_4.jpg,trichomonad,test
16181,D:\LocalUser\42177 Project\raw\Trichomonad\a42_40.jpg,trichomonad,train
16182,D:\LocalUser\42177 Project\raw\Trichomonad\a42_41.jpg,trichomonad,train
16183,D:\LocalUser\42177 Project\raw\Trichomonad\a42_42.jpg,trichomonad,train
16184,D:\LocalUser\42177 Project\raw\Trichomonad\a42_43.jpg,trichomonad,test
16185,D:\LocalUser\42177 Project\raw\Trichomonad\a42_44.jpg,trichomonad,test
16186,D:\LocalUser\42177 Project\raw\Trichomonad\a42_45.jpg,trichomonad,train
16187,D:\LocalUser\42177 Project\raw\Trichomonad\a42_46.jpg,trichomonad,test
16188,D:\LocalUser\42177 Project\raw\Trichomonad\a42_47.jpg,trichomonad,train
16189,D:\LocalUser\42177 Project\raw\Trichomonad\a42_48.jpg,trichomonad,train
16190,D:\LocalUser\42177 Project\raw\Trichomonad\a42_49.jpg,trichomonad,train
16191,D:\LocalUser\42177 Project\raw\Trichomonad\a42_5.jpg,trichomonad,test
16192,D:\LocalUser\42177 Project\raw\Trichomonad\a42_50.jpg,trichomonad,test
16193,D:\LocalUser\42177 Project\raw\Trichomonad\a42_51.jpg,trichomonad,train
16194,D:\LocalUser\42177 Project\raw\Trichomonad\a42_52.jpg,trichomonad,val
16195,D:\LocalUser\42177 Project\raw\Trichomonad\a42_53.jpg,trichomonad,train
16196,D:\LocalUser\42177 Project\raw\Trichomonad\a42_54.jpg,trichomonad,train
16197,D:\LocalUser\42177 Project\raw\Trichomonad\a42_55.jpg,trichomonad,val
16198,D:\LocalUser\42177 Project\raw\Trichomonad\a42_56.jpg,trichomonad,train
16199,D:\LocalUser\42177 Project\raw\Trichomonad\a42_57.jpg,trichomonad,train
16200,D:\LocalUser\42177 Project\raw\Trichomonad\a42_58.jpg,trichomonad,train
16201,D:\LocalUser\42177 Project\raw\Trichomonad\a42_59.jpg,trichomonad,test
16202,D:\LocalUser\42177 Project\raw\Trichomonad\a42_6.jpg,trichomonad,train
16203,D:\LocalUser\42177 Project\raw\Trichomonad\a42_60.jpg,trichomonad,val
16204,D:\LocalUser\42177 Project\raw\Trichomonad\a42_61.jpg,trichomonad,train
16205,D:\LocalUser\42177 Project\raw\Trichomonad\a42_62.jpg,trichomonad,train
16206,D:\LocalUser\42177 Project\raw\Trichomonad\a42_63.jpg,trichomonad,train
16207,D:\LocalUser\42177 Project\raw\Trichomonad\a42_64.jpg,trichomonad,val
16208,D:\LocalUser\42177 Project\raw\Trichomonad\a42_65.jpg,trichomonad,test
16209,D:\LocalUser\42177 Project\raw\Trichomonad\a42_66.jpg,trichomonad,train
16210,D:\LocalUser\42177 Project\raw\Trichomonad\a42_7.jpg,trichomonad,train
16211,D:\LocalUser\42177 Project\raw\Trichomonad\a42_8.jpg,trichomonad,test
16212,D:\LocalUser\42177 Project\raw\Trichomonad\a42_9.jpg,trichomonad,train
16213,D:\LocalUser\42177 Project\raw\Trichomonad\a43_0.jpg,trichomonad,train
16214,D:\LocalUser\42177 Project\raw\Trichomonad\a43_1.jpg,trichomonad,val
16215,D:\LocalUser\42177 Project\raw\Trichomonad\a43_10.jpg,trichomonad,train
16216,D:\LocalUser\42177 Project\raw\Trichomonad\a43_11.jpg,trichomonad,train
16217,D:\LocalUser\42177 Project\raw\Trichomonad\a43_12.jpg,trichomonad,test
16218,D:\LocalUser\42177 Project\raw\Trichomonad\a43_13.jpg,trichomonad,train
